gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,InternetService_Fiber optic,Contract_One year,Contract_Two year,tenure_group_Medium,tenure_group_Short,HighMonthlyCharge,tenure_x_charge,Cluster
0,0,0,-0.5444780367182193,1,0,0.8388713973484064,1,False,False,False,True,False,1,-0.2514661921580221,2
0,0,0,-0.3815965818380978,1,0,-0.3575587052250508,0,True,False,False,True,False,0,-0.4581283786195655,0
0,1,0,-0.7073594915983407,1,0,-0.3243245357091214,1,True,False,False,True,False,0,-0.6422696857872229,0
1,0,0,0.6364125111626608,1,0,-1.4875204687666492,0,False,False,True,True,False,0,-0.5826555935387008,0
1,0,1,-0.3001558543980371,1,1,1.0382764144439829,1,True,False,False,True,False,1,0.0532280571122022,2
1,0,0,0.7992939660427822,1,0,1.3373839400873468,1,False,True,False,False,False,1,1.4044808147453711,3
1,0,0,-0.8295205827584317,1,0,0.5729980412209714,1,False,False,True,False,True,1,-0.5720575326945191,1
0,0,0,0.6364125111626608,1,0,-1.3213496211870024,0,False,False,True,True,False,0,-0.4766749850968836,0
0,0,0,0.2292088739623573,1,0,-1.4875204687666492,0,False,False,False,True,False,0,-0.670972767240215,0
0,0,0,-0.5851984004382496,0,0,-0.9890079260277088,0,True,False,False,True,False,0,-0.7283789301461994,0
0,0,0,0.5142514200025698,1,0,-0.4904953832887682,0,True,False,False,True,False,0,-0.0130098231639334,0
1,0,0,-0.8295205827584317,1,1,0.8388713973484064,0,False,False,True,False,True,1,-0.5296652893177922,1
0,1,0,1.369379058123207,1,1,1.2376814315395588,0,True,False,False,False,False,1,1.966178039487002,3
0,0,0,1.6137012404433893,1,1,-1.4875204687666492,0,True,False,True,False,False,0,-0.3706943766550664,0
0,0,0,1.5322605130033284,0,1,-0.6566662308684151,0,True,False,False,False,False,0,0.3844174584928809,0
0,0,0,-0.2187151269579764,1,1,0.8388713973484064,0,False,True,False,True,False,1,0.0664756331674293,2
1,1,0,-0.7888002190384014,1,0,1.0050422449280532,1,False,False,True,True,False,1,-0.4612194796991186,2
0,0,1,1.3286586944031769,1,0,0.8388713973484064,0,True,False,False,False,False,1,1.576699303463324,3
0,0,1,-0.748079855318371,1,0,0.174188007029819,0,False,False,False,True,False,1,-0.5738238761685494,2
0,0,1,-0.62591876415828,1,0,0.6727005497687596,1,False,False,False,True,False,1,-0.3684864473125285,2
0,0,0,-0.055833672077855,1,1,-1.45428629925072,0,True,True,False,True,False,0,-0.7191056269075403,0
1,0,1,-0.3408762181180675,1,0,-1.3545837907029317,0,False,True,False,True,False,0,-0.7522245670456083,0
0,0,0,-1.1960038562387048,1,1,-1.4875204687666492,0,True,False,True,False,True,0,-0.9800828751955152,1
1,0,0,-0.62591876415828,1,0,0.4068271936413246,1,False,False,False,True,False,1,-0.4285421254295583,2
1,0,0,1.369379058123207,1,1,0.1409538375138897,0,True,True,False,False,False,1,1.004404017877511,3
1,0,0,0.5142514200025698,1,0,-0.3907928747409802,0,False,True,False,True,False,0,0.0466042690845886,0
1,0,0,0.1070477828022663,1,1,0.9053397363802652,0,True,True,False,True,False,1,0.4153284692884109,2
1,0,1,0.3106496014024181,0,0,-0.8228370784480619,0,False,False,True,True,False,0,-0.300040637693855,0
0,0,0,-0.9109613101984924,1,1,0.6727005497687596,1,True,False,False,False,True,1,-0.6312300390745337,1
0,0,0,0.7992939660427822,1,0,-0.0252170100657571,0,False,True,False,False,False,0,0.4630197430872286,0
0,0,0,-0.7888002190384014,1,0,-1.5207546382825785,0,True,False,False,True,False,0,-0.8975063177845992,0
0,1,0,0.4328106925625091,1,1,0.8388713973484064,0,True,False,False,True,False,1,0.7023592838183323,2
0,0,0,0.3513699651224484,1,0,-1.4875204687666492,0,False,False,True,True,False,0,-0.6444776151297608,0
0,1,0,0.7992939660427822,0,0,-0.4904953832887682,0,True,False,False,False,False,0,0.1415452308137165,0
0,0,0,1.5729808767233588,1,0,0.9385739058961944,0,False,False,True,False,False,1,1.9092134624495252,3
1,0,0,1.1657772395230557,1,1,1.3706181096032763,0,True,False,False,False,False,1,1.848716198463988,3
0,0,0,-0.2594354906780068,0,0,-0.6899004003843444,0,False,False,True,True,False,0,-0.5014037937333076,0
1,0,1,1.6137012404433893,1,1,0.1077196679979603,0,True,False,False,False,False,1,1.1554263849071007,3
0,0,0,0.3920903288424788,1,1,0.4400613631572539,0,True,True,False,True,False,1,0.4400572779248349,2
0,0,1,1.002895784642934,1,0,0.0080171594501722,0,False,False,False,False,False,1,0.629497615514583,3
1,0,1,-0.9516816739185228,1,1,-1.4875204687666492,0,True,False,False,False,True,0,-0.9270925709746064,1
0,0,0,-0.9516816739185228,1,0,0.2074221765457484,1,False,False,False,False,True,1,-0.7244046573296312,1
1,0,0,0.0256070553622056,1,0,-0.6566662308684151,0,False,False,False,True,False,0,-0.3508230125722257,0
1,0,0,-1.2774445836787656,1,0,-1.5207546382825785,0,True,False,True,False,True,0,-0.9981878958043257,1
0,0,0,-1.0331224013585834,1,1,0.4732955326731833,1,True,False,False,False,True,1,-0.7623810420212823,1
1,0,0,-1.2774445836787656,1,1,0.2406563460616778,1,False,False,True,False,True,1,-0.9747838447734244,1
1,0,1,1.3286586944031769,1,0,-1.4875204687666492,0,False,False,False,False,False,0,-0.4325163982461264,0
1,0,0,-0.9109613101984924,1,0,0.7059347192846889,1,False,True,False,False,True,1,-0.6268141803894579,1
1,0,0,1.5322605130033284,1,1,1.0050422449280532,0,True,False,False,False,False,1,1.9299679982693807,3
0,0,0,-0.1372743995179157,1,0,1.1379789229917707,1,False,False,False,True,False,1,0.2612150011792684,2
1,0,1,-0.4630373092781585,1,0,1.3041497705714176,1,False,False,True,True,False,1,-0.0421544904854332,2
1,0,0,-1.2774445836787656,1,0,0.8721055668643357,1,False,False,False,False,True,1,-0.9663937132717804,1
1,0,0,-1.1145631287986442,1,0,-1.4875204687666492,0,False,False,False,False,True,0,-0.9624194404552124,1
1,0,0,0.9621754209229036,1,1,0.8388713973484064,0,False,False,True,False,False,1,1.219014749972191,3
1,0,1,0.1070477828022663,1,0,0.6727005497687596,1,True,False,False,True,False,1,0.3071399315040559,2
1,0,1,-0.9109613101984924,1,0,-1.4875204687666492,0,False,False,True,False,True,0,-0.9182608536044552,1
0,0,0,-0.055833672077855,0,0,-0.4904953832887682,0,False,False,True,True,False,0,-0.3221199311192335,0
1,1,0,0.188488510242327,1,0,0.7059347192846889,1,True,False,False,True,False,1,0.3985482062851231,2
1,1,0,1.002895784642934,1,1,1.0050422449280532,1,False,False,True,False,False,1,1.3846094506625304,3
0,0,1,0.0663274190822359,1,1,-1.288115451671073,0,False,False,False,True,False,0,-0.6162161195452762,0
0,0,0,-1.1960038562387048,1,1,1.1379789229917707,1,True,False,True,False,True,1,-0.8754270243592207,1
0,0,0,-1.1552834925186746,1,1,0.6062322107369008,0,True,True,False,False,True,1,-0.8599715189614556,1
0,0,0,0.880734693482843,1,1,-1.4875204687666492,0,False,False,True,False,False,0,-0.5296652893177922,0
1,0,1,-1.0738427650786138,1,1,-1.4875204687666492,0,True,False,True,False,True,0,-0.9535877230850608,1
1,0,0,-0.4223169455581282,1,0,-0.1581536881294745,0,False,True,False,True,False,0,-0.423684680875975,0
1,0,0,-0.3815965818380978,1,0,1.071510583959912,0,False,False,False,True,False,1,-0.0213999546655773,2
0,0,0,1.4508197855632678,1,0,-0.2246220271613333,0,False,True,False,False,False,0,0.7350366380878927,3
0,0,1,0.6364125111626608,1,0,-1.4875204687666492,0,False,False,False,True,False,0,-0.5826555935387008,0
1,0,1,0.0663274190822359,1,0,-1.45428629925072,0,False,False,False,True,False,0,-0.6912857171915634,0
0,0,0,0.3513699651224484,1,1,0.5065297021891128,0,True,False,False,True,False,1,0.4418236213988651,2
1,0,0,-0.9516816739185228,1,1,0.3735930241253952,0,True,True,False,False,True,1,-0.7045332932467905,1
0,1,0,-0.5851984004382496,1,0,1.3041497705714176,0,False,False,True,True,False,1,-0.1799292814597955,2
1,0,0,0.1070477828022663,1,0,1.0382764144439829,0,False,False,False,True,False,1,0.4771504908794709,2
1,0,1,0.9214550572028734,1,0,0.4732955326731833,0,True,False,False,False,False,1,0.9121125713594288,3
1,0,0,0.880734693482843,1,1,1.437086448635135,0,True,False,False,False,False,1,1.5687507578301878,3
0,1,0,-1.2367242199587352,1,0,0.4732955326731833,1,False,True,False,False,True,1,-0.9368074600817732,1
1,0,0,0.7992939660427822,1,0,1.3706181096032763,0,False,False,True,False,False,1,1.4274432799077648,3
1,0,0,1.6137012404433893,1,1,0.174188007029819,0,False,False,True,False,False,1,1.219014749972191,3
1,0,0,-0.9516816739185228,1,0,0.174188007029819,0,False,False,False,False,True,1,-0.7283789301461994,1
0,0,1,-1.1960038562387048,1,1,0.174188007029819,0,True,False,False,False,True,1,-0.9138449949193794,1
1,1,0,-1.1552834925186746,1,0,0.3403588546094659,0,True,False,False,False,True,1,-0.874102266753698,1
1,0,1,1.4915401492832985,1,1,0.3735930241253952,0,False,False,True,False,False,1,1.3090982671477356,3
0,0,1,1.4100994218432374,0,0,-0.9557737565117794,0,False,True,False,False,False,0,0.058527087534293,0
1,0,0,-1.1552834925186746,1,0,0.5065297021891128,1,False,False,True,False,True,1,-0.8652705493835465,1
1,0,0,-0.7888002190384014,0,0,-0.6234320613524857,1,True,False,False,True,False,0,-0.7425096779384417,0
0,0,1,0.5142514200025698,1,1,0.5397638717050421,0,False,False,True,True,False,1,0.6030024634041288,2
1,0,0,1.4508197855632678,1,0,1.2044472620236295,0,False,False,False,False,False,1,2.026233717604032,3
0,0,1,1.4915401492832985,1,0,0.3071246850935365,0,False,False,False,False,False,1,1.2481594172936907,3
0,0,0,1.5322605130033284,0,0,-0.2246220271613333,0,True,True,False,False,False,0,0.786260598834771,3
0,0,0,-1.2774445836787656,1,1,-1.4875204687666492,1,True,False,False,False,True,0,-0.997746309935818,1
0,0,1,0.5142514200025698,1,0,-1.288115451671073,0,False,False,True,True,False,0,-0.4899225611521107,0
0,0,1,0.188488510242327,1,0,-1.4875204687666492,0,True,True,False,True,False,0,-0.6798044846103665,0
0,0,1,-0.9109613101984924,0,0,-0.8228370784480619,0,False,True,False,False,True,0,-0.8299436799029408,1
0,0,1,-1.2774445836787656,1,1,0.805637227832477,0,False,False,False,False,True,1,-0.9672768850087956,1
1,0,1,-0.1372743995179157,1,1,0.1409538375138897,0,True,False,False,True,False,1,-0.1229647044223188,2
1,1,1,1.6137012404433893,1,0,1.3041497705714176,0,True,False,False,False,False,1,2.3000169560787262,3
0,0,0,-1.2367242199587352,1,1,0.3735930241253952,1,True,False,False,False,True,1,-0.9394569752928186,1
1,0,0,-0.3408762181180675,1,0,-0.3575587052250508,0,False,True,False,True,False,0,-0.4342827417201567,0
0,0,0,-1.1552834925186746,1,0,0.4732955326731833,1,False,False,False,False,True,1,-0.8670368928575768,1
1,0,0,1.6137012404433893,1,0,-1.5207546382825785,0,False,False,False,False,False,0,-0.4024885591876115,0
0,0,0,-0.8702409464784621,1,1,0.4732955326731833,0,True,False,False,False,True,1,-0.6228399075728898,1
0,0,1,0.4735310562825394,1,0,-1.4875204687666492,0,False,True,False,True,False,0,-0.6179824630193065,0
1,0,1,1.2064976032430856,1,0,-1.4875204687666492,0,True,False,False,False,False,0,-0.4590115503565807,0
1,0,1,1.5322605130033284,1,0,-1.3213496211870024,0,False,False,False,False,False,0,-0.2338027574177192,0
0,1,0,-1.2774445836787656,0,0,-1.3213496211870024,1,False,False,False,False,True,0,-0.99553838059328,1
0,0,0,-1.1552834925186746,1,0,1.3706181096032763,1,False,False,False,False,True,1,-0.8193456190587591,1
0,1,0,-1.2367242199587352,1,0,0.7059347192846889,1,False,True,False,False,True,1,-0.9306252579226671,1
0,0,0,0.3513699651224484,1,1,-0.291090366193192,0,False,False,False,True,False,0,0.0073031267874147,0
0,1,0,-1.2774445836787656,1,1,-1.5207546382825785,1,False,True,False,False,True,0,-0.9981878958043257,1
1,1,0,1.6137012404433893,1,0,0.6394663802528302,0,True,False,False,False,False,1,1.6641333054278231,3
0,0,0,1.247217966963116,1,0,1.4703206181510644,0,False,False,True,False,False,1,2.0257921317355243,3
1,0,0,1.4508197855632678,1,1,0.5065297021891128,0,True,False,True,False,False,1,1.3956490973752196,3
0,1,0,1.0843365120829946,1,0,1.1712130925077,0,False,False,True,False,False,1,1.5987785968887025,3
1,1,0,0.7992939660427822,0,0,-0.5237295528046976,0,True,False,False,False,False,0,0.1185827656513228,0
1,1,1,-0.2594354906780068,1,1,1.3706181096032763,1,False,False,True,True,False,1,0.2104326263008977,2
1,0,0,1.369379058123207,0,1,-0.2578561966772627,0,True,False,False,False,False,0,0.6546680100195147,0
0,1,0,0.9621754209229036,1,1,1.0382764144439829,0,True,False,True,False,False,1,1.3673876017907352,3
0,0,0,1.6137012404433893,1,0,0.4732955326731833,0,False,False,False,False,False,1,1.5051623927650974,3
1,1,0,-1.2367242199587352,1,0,0.174188007029819,0,True,True,False,False,True,1,-0.9447560057149094,1
1,0,0,1.4508197855632678,1,0,1.7361939742784993,0,True,False,False,False,False,1,2.506679142540269,3
1,0,1,1.1657772395230557,1,1,0.6727005497687596,0,True,False,True,False,False,1,1.283044700905789,3
1,0,0,-1.2774445836787656,1,0,-1.4875204687666492,0,True,False,False,False,True,0,-0.997746309935818,1
1,0,0,-1.2367242199587352,1,0,-1.4875204687666492,0,True,False,False,False,True,0,-0.9889145925656666,1
0,0,0,-1.2367242199587352,1,0,-1.4875204687666492,1,True,True,False,False,True,0,-0.9889145925656666,1
1,1,1,1.4508197855632678,1,0,0.6727005497687596,0,False,False,True,False,False,1,1.545788292667794,3
1,0,0,-0.9516816739185228,1,0,0.1077196679979603,0,True,False,False,False,True,1,-0.7363274757793357,1
1,0,0,-0.7888002190384014,1,0,0.6062322107369008,1,True,False,False,True,False,1,-0.5301068751862997,2
0,0,0,-0.4223169455581282,1,0,-1.4875204687666492,0,True,True,False,True,False,0,-0.812280245162638,0
1,0,1,1.369379058123207,1,0,-1.3213496211870024,0,False,False,False,False,False,0,-0.2779613442684764,0
1,0,1,-0.9924020376385532,1,0,-1.4875204687666492,0,False,False,False,False,True,0,-0.935924288344758,1
1,0,1,-1.2367242199587352,1,0,0.174188007029819,0,False,False,True,False,True,1,-0.9447560057149094,1
1,0,0,-1.1960038562387048,1,0,-0.291090366193192,0,False,True,False,False,True,0,-0.9323916013966974,1
1,0,0,-1.1145631287986442,1,1,0.9053397363802652,1,True,False,False,False,True,1,-0.8034485277924865,1
1,0,0,-0.7888002190384014,1,0,-1.4875204687666492,0,False,False,False,True,False,0,-0.8917657014940008,0
1,0,1,0.8400143297628127,1,0,0.0080171594501722,0,False,False,True,False,False,1,0.5146852897026145,3
1,0,0,-1.1960038562387048,1,0,-1.4875204687666492,0,False,False,True,False,True,0,-0.9800828751955152,1
1,0,0,0.5549717837226001,1,1,1.0050422449280532,0,False,False,True,True,False,1,0.923152218072118,2
0,0,0,0.2699292376823877,0,0,-0.8228370784480619,0,True,False,False,True,False,0,-0.3177040724341578,0
0,0,1,-0.0965540357978854,1,0,1.437086448635135,0,True,False,False,True,False,1,0.4241601866585623,2
0,0,0,-0.3815965818380978,1,1,1.1379789229917707,0,False,False,True,True,False,1,-0.001087004714229,2
1,0,1,0.3106496014024181,1,0,-1.4875204687666492,0,False,True,False,True,False,0,-0.6533093324999122,0
0,0,0,0.5142514200025698,1,0,-0.0584511795816865,0,False,False,False,True,False,0,0.2453179099129958,0
1,0,0,0.8400143297628127,1,0,-1.4875204687666492,0,False,True,False,False,False,0,-0.5384970066879436,0
0,1,0,1.6137012404433893,1,0,1.5700231266988525,0,False,True,False,False,False,1,2.5543704163390872,3
1,0,1,-0.1779947632379461,1,0,-1.4875204687666492,0,False,True,False,True,False,0,-0.7592899409417294,0
0,0,0,0.6771328748826912,1,0,0.0744854984820309,0,False,False,False,False,False,1,0.4431483790043879,2
1,0,0,-1.2774445836787656,1,1,0.3403588546094659,1,True,False,False,False,True,1,-0.9734590871679016,1
0,0,0,-0.5037576729981889,1,1,0.5397638717050421,0,False,False,True,True,False,1,-0.2912089203237035,2
0,0,1,0.8400143297628127,1,1,-0.1249195186135452,0,True,False,True,False,False,0,0.4210690855790093,0
1,0,0,1.4100994218432374,1,0,0.1409538375138897,0,True,False,False,False,False,1,1.0348734428045336,3
1,0,0,-0.8702409464784621,1,0,0.3071246850935365,1,True,False,False,False,True,1,-0.6471271303408062,1
0,0,1,0.7992939660427822,1,0,0.7059347192846889,0,False,False,True,False,False,1,0.9681939766598904,3
0,0,0,-1.2774445836787656,1,1,0.8721055668643357,1,False,False,False,False,True,1,-0.9663937132717804,1
0,0,0,0.6364125111626608,1,1,-0.291090366193192,0,False,False,False,True,False,0,0.1804047872423828,0
0,0,0,-1.0331224013585834,1,0,0.3403588546094659,1,False,False,True,False,True,1,-0.7747454463394944,1
1,0,1,-1.0331224013585834,1,1,0.2074221765457484,0,True,False,False,False,True,1,-0.7871098506577063,1
0,0,1,-0.8295205827584317,1,0,0.6394663802528302,0,True,False,False,False,True,1,-0.5614594718503373,1
1,0,0,0.3106496014024181,1,0,-1.3213496211870024,0,False,False,True,True,False,0,-0.5649921587983979,0
1,0,0,0.9214550572028734,1,1,0.4400613631572539,0,False,False,True,False,False,1,0.8878253485915124,3
0,0,0,-0.5037576729981889,1,1,-1.4875204687666492,0,True,False,True,True,False,0,-0.8299436799029408,0
1,0,0,-1.2774445836787656,0,0,-0.9557737565117794,1,False,True,False,False,True,0,-0.9906809360396968,1
0,0,1,1.6137012404433893,1,0,0.6394663802528302,0,True,False,False,False,False,1,1.6641333054278231,3
1,0,0,1.247217966963116,1,0,1.5035547876669937,0,False,False,False,False,False,1,2.053612041451501,3
0,0,0,1.5322605130033284,0,0,0.0080171594501722,0,True,False,False,False,False,1,1.002637674403481,3
0,0,0,-0.9924020376385532,1,1,-0.0252170100657571,0,False,True,False,False,True,0,-0.7804860626300928,1
0,0,0,-1.2774445836787656,1,0,-0.6234320613524857,1,True,False,False,False,True,0,-0.9862650773546212,1
1,0,0,-0.6666391278783103,1,0,-1.4875204687666492,0,False,False,False,True,False,0,-0.8652705493835465,0
0,0,1,-0.8702409464784621,0,1,-1.3213496211870024,0,True,True,False,False,True,0,-0.8851419134663873,1
1,0,0,-0.8702409464784621,1,0,0.3403588546094659,1,True,True,False,False,True,1,-0.6422696857872229,1
0,0,1,0.3513699651224484,1,0,0.7724030583165477,0,True,False,False,True,False,1,0.5866637862693487,2
1,0,1,-0.748079855318371,1,0,0.3735930241253952,0,False,False,False,True,False,1,-0.5367306632139133,2
0,0,0,1.1657772395230557,1,1,0.805637227832477,0,False,True,False,False,False,1,1.3907916528216364,3
0,0,0,-0.5037576729981889,1,0,0.805637227832477,0,False,False,False,True,False,1,-0.2205551813624921,2
0,0,0,0.5956921474426305,1,0,1.3706181096032763,1,False,False,True,True,False,1,1.193402769598752,3
